realtime,time,traffic,Average-traffic
43251.8,5/31/2018 19:15,80,
43251.81,5/31/2018 19:30,80,
43251.82,5/31/2018 19:45,80,
43251.83,5/31/2018 20:00,46,
43251.84,5/31/2018 20:15,46,
43251.85,5/31/2018 20:30,46,
43251.86,5/31/2018 20:45,46,
43251.88,5/31/2018 21:00,43,
43251.89,5/31/2018 21:15,43,
43251.9,5/31/2018 21:30,43,
43251.91,5/31/2018 21:45,43,
43251.92,5/31/2018 22:00,16,
43251.93,5/31/2018 22:15,16,
43251.94,5/31/2018 22:30,16,
43251.95,5/31/2018 22:45,16,
43251.96,5/31/2018 23:00,12,
43251.97,5/31/2018 23:15,12,
43251.98,5/31/2018 23:30,12,
43251.99,5/31/2018 23:45,12,
43252,6/1/2018 0:00,7,
43252.01,6/1/2018 0:15,7,
43252.02,6/1/2018 0:30,7,
43252.03,6/1/2018 0:45,7,
43252.04,6/1/2018 1:00,1,
43252.05,6/1/2018 1:15,1,
43252.06,6/1/2018 1:30,1,
43252.07,6/1/2018 1:45,1,
43252.08,6/1/2018 2:00,0,
43252.09,6/1/2018 2:15,0,
43252.1,6/1/2018 2:30,0,
43252.11,6/1/2018 2:45,0,
43252.13,6/1/2018 3:00,0,
43252.14,6/1/2018 3:15,0,
43252.15,6/1/2018 3:30,0,
43252.16,6/1/2018 3:45,0,
43252.17,6/1/2018 4:00,2,
43252.18,6/1/2018 4:15,2,
43252.19,6/1/2018 4:30,2,
43252.2,6/1/2018 4:45,2,
43252.21,6/1/2018 5:00,6,
43252.22,6/1/2018 5:15,6,
43252.23,6/1/2018 5:30,6,
43252.24,6/1/2018 5:45,6,
43252.25,6/1/2018 6:00,32,
43252.26,6/1/2018 6:15,32,
43252.27,6/1/2018 6:30,32,
43252.28,6/1/2018 6:45,32,
43252.29,6/1/2018 7:00,89,
43252.3,6/1/2018 7:15,89,
43252.31,6/1/2018 7:30,89,
43252.32,6/1/2018 7:45,89,
43252.33,6/1/2018 8:00,112,
43252.34,6/1/2018 8:15,112,
43252.35,6/1/2018 8:30,112,
43252.36,6/1/2018 8:45,112,
43252.38,6/1/2018 9:00,22,
43252.39,6/1/2018 9:15,22,
43252.4,6/1/2018 9:30,22,
43252.41,6/1/2018 9:45,22,
43252.42,6/1/2018 10:00,48,
43252.43,6/1/2018 10:15,48,
43252.44,6/1/2018 10:30,48,
43252.45,6/1/2018 10:45,48,
43252.46,6/1/2018 11:00,44,
43252.47,6/1/2018 11:15,44,
43252.48,6/1/2018 11:30,44,
43252.49,6/1/2018 11:45,44,
43252.5,6/1/2018 12:00,41,
43252.51,6/1/2018 12:15,41,
43252.52,6/1/2018 12:30,41,
43252.53,6/1/2018 12:45,41,
43252.54,6/1/2018 13:00,76,
43252.55,6/1/2018 13:15,76,
43252.56,6/1/2018 13:30,76,
43252.57,6/1/2018 13:45,76,
43252.58,6/1/2018 14:00,35,
43252.59,6/1/2018 14:15,35,
43252.6,6/1/2018 14:30,35,
43252.61,6/1/2018 14:45,35,
43252.63,6/1/2018 15:00,69,
43252.64,6/1/2018 15:15,69,
43252.65,6/1/2018 15:30,69,
43252.66,6/1/2018 15:45,69,
43252.67,6/1/2018 16:00,61,
43252.68,6/1/2018 16:15,61,
43252.69,6/1/2018 16:30,61,
43252.7,6/1/2018 16:45,61,
43252.71,6/1/2018 17:00,71,
43252.72,6/1/2018 17:15,71,
43252.73,6/1/2018 17:30,71,
43252.74,6/1/2018 17:45,71,
43252.75,6/1/2018 18:00,35,
43252.76,6/1/2018 18:15,35,
43252.77,6/1/2018 18:30,35,
43252.78,6/1/2018 18:45,35,
43252.79,6/1/2018 19:00,22,
43252.8,6/1/2018 19:15,22,
43252.81,6/1/2018 19:30,22,
43252.82,6/1/2018 19:45,22,
43252.83,6/1/2018 20:00,22,
43252.84,6/1/2018 20:15,22,
43252.85,6/1/2018 20:30,22,
43252.86,6/1/2018 20:45,22,
43252.88,6/1/2018 21:00,4,
43252.89,6/1/2018 21:15,4,
43252.9,6/1/2018 21:30,4,
43252.91,6/1/2018 21:45,4,
43252.92,6/1/2018 22:00,10,
43252.93,6/1/2018 22:15,10,
43252.94,6/1/2018 22:30,10,
43252.95,6/1/2018 22:45,10,
43252.96,6/1/2018 23:00,15,
43252.97,6/1/2018 23:15,15,
43252.98,6/1/2018 23:30,15,
43252.99,6/1/2018 23:45,15,
43255,6/4/2018 0:00,5,
43255.01,6/4/2018 0:15,5,
43255.02,6/4/2018 0:30,5,
43255.03,6/4/2018 0:45,5,
43255.04,6/4/2018 1:00,3,
43255.05,6/4/2018 1:15,3,
43255.06,6/4/2018 1:30,3,
43255.07,6/4/2018 1:45,3,
43255.08,6/4/2018 2:00,3,
43255.09,6/4/2018 2:15,3,
43255.1,6/4/2018 2:30,3,
43255.11,6/4/2018 2:45,3,
43255.13,6/4/2018 3:00,1,
43255.14,6/4/2018 3:15,1,
43255.15,6/4/2018 3:30,1,
43255.16,6/4/2018 3:45,1,
43255.17,6/4/2018 4:00,1,
43255.18,6/4/2018 4:15,1,
43255.19,6/4/2018 4:30,1,
43255.2,6/4/2018 4:45,1,
43255.21,6/4/2018 5:00,9,
43255.22,6/4/2018 5:15,9,
43255.23,6/4/2018 5:30,9,
43255.24,6/4/2018 5:45,9,
43255.25,6/4/2018 6:00,41,
43255.26,6/4/2018 6:15,41,
43255.27,6/4/2018 6:30,41,
43255.28,6/4/2018 6:45,41,
43255.29,6/4/2018 7:00,112,
43255.3,6/4/2018 7:15,112,
43255.31,6/4/2018 7:30,112,
43255.32,6/4/2018 7:45,112,
43255.33,6/4/2018 8:00,167,
43255.34,6/4/2018 8:15,167,
43255.35,6/4/2018 8:30,167,
43255.36,6/4/2018 8:45,167,
43255.38,6/4/2018 9:00,82,
43255.39,6/4/2018 9:15,82,
43255.4,6/4/2018 9:30,82,
43255.41,6/4/2018 9:45,82,
43255.42,6/4/2018 10:00,85,
43255.43,6/4/2018 10:15,85,
43255.44,6/4/2018 10:30,85,
43255.45,6/4/2018 10:45,85,
43255.46,6/4/2018 11:00,93,
43255.47,6/4/2018 11:15,93,
43255.48,6/4/2018 11:30,93,
43255.49,6/4/2018 11:45,93,
43255.5,6/4/2018 12:00,106,
43255.51,6/4/2018 12:15,106,
43255.52,6/4/2018 12:30,106,
43255.53,6/4/2018 12:45,106,
43255.54,6/4/2018 13:00,125,
43255.55,6/4/2018 13:15,125,
43255.56,6/4/2018 13:30,125,
43255.57,6/4/2018 13:45,125,
43255.58,6/4/2018 14:00,148,
43255.59,6/4/2018 14:15,148,
43255.6,6/4/2018 14:30,148,
43255.61,6/4/2018 14:45,148,
43255.63,6/4/2018 15:00,140,
43255.64,6/4/2018 15:15,140,
43255.65,6/4/2018 15:30,140,
43255.66,6/4/2018 15:45,140,
43255.67,6/4/2018 16:00,161,
43255.68,6/4/2018 16:15,161,
43255.69,6/4/2018 16:30,161,
43255.7,6/4/2018 16:45,161,
43255.71,6/4/2018 17:00,126,
43255.72,6/4/2018 17:15,126,
43255.73,6/4/2018 17:30,126,
43255.74,6/4/2018 17:45,126,
43255.75,6/4/2018 18:00,89,
43255.76,6/4/2018 18:15,89,
43255.77,6/4/2018 18:30,89,
43255.78,6/4/2018 18:45,89,
43255.79,6/4/2018 19:00,83,
43255.8,6/4/2018 19:15,83,
43255.81,6/4/2018 19:30,83,
43255.82,6/4/2018 19:45,83,
43255.83,6/4/2018 20:00,38,
43255.84,6/4/2018 20:15,38,
43255.85,6/4/2018 20:30,38,
43255.86,6/4/2018 20:45,38,
43255.88,6/4/2018 21:00,28,
43255.89,6/4/2018 21:15,28,
43255.9,6/4/2018 21:30,28,
43255.91,6/4/2018 21:45,28,
43255.92,6/4/2018 22:00,16,
43255.93,6/4/2018 22:15,16,
43255.94,6/4/2018 22:30,16,
43255.95,6/4/2018 22:45,16,
43255.96,6/4/2018 23:00,8,
43255.97,6/4/2018 23:15,8,
43255.98,6/4/2018 23:30,8,
43255.99,6/4/2018 23:45,8,
43256,6/5/2018 0:00,1,
43256.01,6/5/2018 0:15,1,
43256.02,6/5/2018 0:30,1,
43256.03,6/5/2018 0:45,1,
43256.04,6/5/2018 1:00,1,
43256.05,6/5/2018 1:15,1,
43256.06,6/5/2018 1:30,1,
43256.07,6/5/2018 1:45,1,
43256.08,6/5/2018 2:00,0,
43256.09,6/5/2018 2:15,0,
43256.1,6/5/2018 2:30,0,
43256.11,6/5/2018 2:45,0,
43256.13,6/5/2018 3:00,0,
43256.14,6/5/2018 3:15,0,
43256.15,6/5/2018 3:30,0,
43256.16,6/5/2018 3:45,0,
43256.17,6/5/2018 4:00,2,
43256.18,6/5/2018 4:15,2,
43256.19,6/5/2018 4:30,2,
43256.2,6/5/2018 4:45,2,
43256.21,6/5/2018 5:00,8,
43256.22,6/5/2018 5:15,8,
43256.23,6/5/2018 5:30,8,
43256.24,6/5/2018 5:45,8,
43256.25,6/5/2018 6:00,39,
43256.26,6/5/2018 6:15,39,
43256.27,6/5/2018 6:30,39,
43256.28,6/5/2018 6:45,39,
43256.29,6/5/2018 7:00,127,
43256.3,6/5/2018 7:15,127,
43256.31,6/5/2018 7:30,127,
43256.32,6/5/2018 7:45,127,
43256.33,6/5/2018 8:00,142,
43256.34,6/5/2018 8:15,142,
43256.35,6/5/2018 8:30,142,
43256.36,6/5/2018 8:45,142,
43256.38,6/5/2018 9:00,55,
43256.39,6/5/2018 9:15,55,
43256.4,6/5/2018 9:30,55,
43256.41,6/5/2018 9:45,55,
43256.42,6/5/2018 10:00,64,
43256.43,6/5/2018 10:15,64,
43256.44,6/5/2018 10:30,64,
43256.45,6/5/2018 10:45,64,
43256.46,6/5/2018 11:00,70,
43256.47,6/5/2018 11:15,70,
43256.48,6/5/2018 11:30,70,
43256.49,6/5/2018 11:45,70,
43256.5,6/5/2018 12:00,65,
43256.51,6/5/2018 12:15,65,
43256.52,6/5/2018 12:30,65,
43256.53,6/5/2018 12:45,65,
43256.54,6/5/2018 13:00,104,
43256.55,6/5/2018 13:15,104,
43256.56,6/5/2018 13:30,104,
43256.57,6/5/2018 13:45,104,
43256.58,6/5/2018 14:00,176,
43256.59,6/5/2018 14:15,176,
43256.6,6/5/2018 14:30,176,
43256.61,6/5/2018 14:45,176,
43256.63,6/5/2018 15:00,136,
43256.64,6/5/2018 15:15,136,
43256.65,6/5/2018 15:30,136,
43256.66,6/5/2018 15:45,136,
43256.67,6/5/2018 16:00,142,
43256.68,6/5/2018 16:15,142,
43256.69,6/5/2018 16:30,142,
43256.7,6/5/2018 16:45,142,
43256.71,6/5/2018 17:00,118,
43256.72,6/5/2018 17:15,118,
43256.73,6/5/2018 17:30,118,
43256.74,6/5/2018 17:45,118,
43256.75,6/5/2018 18:00,70,
43256.76,6/5/2018 18:15,70,
43256.77,6/5/2018 18:30,70,
43256.78,6/5/2018 18:45,70,
43256.79,6/5/2018 19:00,65,
43256.8,6/5/2018 19:15,65,
43256.81,6/5/2018 19:30,65,
43256.82,6/5/2018 19:45,65,
43256.83,6/5/2018 20:00,58,
43256.84,6/5/2018 20:15,58,
43256.85,6/5/2018 20:30,58,
43256.86,6/5/2018 20:45,58,
43256.88,6/5/2018 21:00,37,
43256.89,6/5/2018 21:15,37,
43256.9,6/5/2018 21:30,37,
43256.91,6/5/2018 21:45,37,
43256.92,6/5/2018 22:00,17,
43256.93,6/5/2018 22:15,17,
43256.94,6/5/2018 22:30,17,
43256.95,6/5/2018 22:45,17,
43256.96,6/5/2018 23:00,11,
43256.97,6/5/2018 23:15,11,
43256.98,6/5/2018 23:30,11,
43256.99,6/5/2018 23:45,11,
43257,6/6/2018 0:00,3,
43257.01,6/6/2018 0:15,3,
43257.02,6/6/2018 0:30,3,
43257.03,6/6/2018 0:45,3,
43257.04,6/6/2018 1:00,0,
43257.05,6/6/2018 1:15,0,
43257.06,6/6/2018 1:30,0,
43257.07,6/6/2018 1:45,0,
43257.08,6/6/2018 2:00,1,
43257.09,6/6/2018 2:15,1,
43257.1,6/6/2018 2:30,1,
43257.11,6/6/2018 2:45,1,
43257.13,6/6/2018 3:00,2,
43257.14,6/6/2018 3:15,2,
43257.15,6/6/2018 3:30,2,
43257.16,6/6/2018 3:45,2,
43257.17,6/6/2018 4:00,1,
43257.18,6/6/2018 4:15,1,
43257.19,6/6/2018 4:30,1,
43257.2,6/6/2018 4:45,1,
43257.21,6/6/2018 5:00,12,
43257.22,6/6/2018 5:15,12,
43257.23,6/6/2018 5:30,12,
43257.24,6/6/2018 5:45,12,
43257.25,6/6/2018 6:00,36,
43257.26,6/6/2018 6:15,36,
43257.27,6/6/2018 6:30,36,
43257.28,6/6/2018 6:45,36,
43257.29,6/6/2018 7:00,107,
43257.3,6/6/2018 7:15,107,
43257.31,6/6/2018 7:30,107,
43257.32,6/6/2018 7:45,107,
43257.33,6/6/2018 8:00,137,
43257.34,6/6/2018 8:15,137,
43257.35,6/6/2018 8:30,137,
43257.36,6/6/2018 8:45,137,
43257.38,6/6/2018 9:00,86,
43257.39,6/6/2018 9:15,86,
43257.4,6/6/2018 9:30,86,
43257.41,6/6/2018 9:45,86,
43257.42,6/6/2018 10:00,101,
43257.43,6/6/2018 10:15,101,
43257.44,6/6/2018 10:30,101,
43257.45,6/6/2018 10:45,101,
43257.46,6/6/2018 11:00,157,
43257.47,6/6/2018 11:15,157,
43257.48,6/6/2018 11:30,157,
43257.49,6/6/2018 11:45,157,
43257.5,6/6/2018 12:00,169,
43257.51,6/6/2018 12:15,169,
43257.52,6/6/2018 12:30,169,
43257.53,6/6/2018 12:45,169,
43257.54,6/6/2018 13:00,166,
43257.55,6/6/2018 13:15,166,
43257.56,6/6/2018 13:30,166,
43257.57,6/6/2018 13:45,166,
43257.58,6/6/2018 14:00,267,
43257.59,6/6/2018 14:15,267,
43257.6,6/6/2018 14:30,267,
43257.61,6/6/2018 14:45,267,
43257.63,6/6/2018 15:00,180,
43257.64,6/6/2018 15:15,180,
43257.65,6/6/2018 15:30,180,
43257.66,6/6/2018 15:45,180,
43257.67,6/6/2018 16:00,187,
43257.68,6/6/2018 16:15,187,
43257.69,6/6/2018 16:30,187,
43257.7,6/6/2018 16:45,187,
43257.71,6/6/2018 17:00,166,
43257.72,6/6/2018 17:15,166,
43257.73,6/6/2018 17:30,166,
43257.74,6/6/2018 17:45,166,
43257.75,6/6/2018 18:00,72,
43257.76,6/6/2018 18:15,72,
43257.77,6/6/2018 18:30,72,
43257.78,6/6/2018 18:45,72,
43257.79,6/6/2018 19:00,93,
43257.8,6/6/2018 19:15,93,
43257.81,6/6/2018 19:30,93,
43257.82,6/6/2018 19:45,93,
43257.83,6/6/2018 20:00,89,
43257.84,6/6/2018 20:15,89,
43257.85,6/6/2018 20:30,89,
43257.86,6/6/2018 20:45,89,
43257.88,6/6/2018 21:00,39,
43257.89,6/6/2018 21:15,39,
43257.9,6/6/2018 21:30,39,
43257.91,6/6/2018 21:45,39,
43257.92,6/6/2018 22:00,21,
43257.93,6/6/2018 22:15,21,
43257.94,6/6/2018 22:30,21,
43257.95,6/6/2018 22:45,21,
43257.96,6/6/2018 23:00,10,
43257.97,6/6/2018 23:15,10,
43257.98,6/6/2018 23:30,10,
43257.99,6/6/2018 23:45,10,
43258,6/7/2018 0:00,3,
43258.01,6/7/2018 0:15,3,
43258.02,6/7/2018 0:30,3,
43258.03,6/7/2018 0:45,3,
43258.04,6/7/2018 1:00,2,
43258.05,6/7/2018 1:15,2,
43258.06,6/7/2018 1:30,2,
43258.07,6/7/2018 1:45,2,
43258.08,6/7/2018 2:00,0,
43258.09,6/7/2018 2:15,0,
43258.1,6/7/2018 2:30,0,
43258.11,6/7/2018 2:45,0,
43258.13,6/7/2018 3:00,0,
43258.14,6/7/2018 3:15,0,
43258.15,6/7/2018 3:30,0,
43258.16,6/7/2018 3:45,0,
43258.17,6/7/2018 4:00,1,
43258.18,6/7/2018 4:15,1,
43258.19,6/7/2018 4:30,1,
43258.2,6/7/2018 4:45,1,
43258.21,6/7/2018 5:00,15,
43258.22,6/7/2018 5:15,15,
43258.23,6/7/2018 5:30,15,
43258.24,6/7/2018 5:45,15,
43258.25,6/7/2018 6:00,32,
43258.26,6/7/2018 6:15,32,
43258.27,6/7/2018 6:30,32,
43258.28,6/7/2018 6:45,32,
43258.29,6/7/2018 7:00,97,
43258.3,6/7/2018 7:15,97,
43258.31,6/7/2018 7:30,97,
43258.32,6/7/2018 7:45,97,
43258.33,6/7/2018 8:00,149,
43258.34,6/7/2018 8:15,149,
43258.35,6/7/2018 8:30,149,
43258.36,6/7/2018 8:45,149,
43258.38,6/7/2018 9:00,68,
43258.39,6/7/2018 9:15,68,
43258.4,6/7/2018 9:30,68,
43258.41,6/7/2018 9:45,68,
43258.42,6/7/2018 10:00,83,
43258.43,6/7/2018 10:15,83,
43258.44,6/7/2018 10:30,83,
43258.45,6/7/2018 10:45,83,
43258.46,6/7/2018 11:00,95,
43258.47,6/7/2018 11:15,95,
43258.48,6/7/2018 11:30,95,
43258.49,6/7/2018 11:45,95,
43258.5,6/7/2018 12:00,81,
43258.51,6/7/2018 12:15,81,
43258.52,6/7/2018 12:30,81,
43258.53,6/7/2018 12:45,81,
43258.54,6/7/2018 13:00,102,
43258.55,6/7/2018 13:15,102,
43258.56,6/7/2018 13:30,102,
43258.57,6/7/2018 13:45,102,
43258.58,6/7/2018 14:00,114,
43258.59,6/7/2018 14:15,114,
43258.6,6/7/2018 14:30,114,
43258.61,6/7/2018 14:45,114,
43258.63,6/7/2018 15:00,155,
43258.64,6/7/2018 15:15,155,
43258.65,6/7/2018 15:30,155,
43258.66,6/7/2018 15:45,155,
43258.67,6/7/2018 16:00,154,
43258.68,6/7/2018 16:15,154,
43258.69,6/7/2018 16:30,154,
43258.7,6/7/2018 16:45,154,
43258.71,6/7/2018 17:00,106,
43258.72,6/7/2018 17:15,106,
43258.73,6/7/2018 17:30,106,
43258.74,6/7/2018 17:45,106,
43258.75,6/7/2018 18:00,45,
43258.76,6/7/2018 18:15,45,
43258.77,6/7/2018 18:30,45,
43258.78,6/7/2018 18:45,45,
43258.79,6/7/2018 19:00,36,
43258.8,6/7/2018 19:15,36,
43258.81,6/7/2018 19:30,36,
43258.82,6/7/2018 19:45,36,
43258.83,6/7/2018 20:00,38,
43258.84,6/7/2018 20:15,38,
43258.85,6/7/2018 20:30,38,
43258.86,6/7/2018 20:45,38,
43258.88,6/7/2018 21:00,40,
43258.89,6/7/2018 21:15,40,
43258.9,6/7/2018 21:30,40,
43258.91,6/7/2018 21:45,40,
43258.92,6/7/2018 22:00,17,
43258.93,6/7/2018 22:15,17,
43258.94,6/7/2018 22:30,17,
43258.95,6/7/2018 22:45,17,
43258.96,6/7/2018 23:00,17,
43258.97,6/7/2018 23:15,17,
43258.98,6/7/2018 23:30,17,
43258.99,6/7/2018 23:45,17,
43259,6/8/2018 0:00,1,
43259.01,6/8/2018 0:15,1,
43259.02,6/8/2018 0:30,1,
43259.03,6/8/2018 0:45,1,
43259.04,6/8/2018 1:00,2,
43259.05,6/8/2018 1:15,2,
43259.06,6/8/2018 1:30,2,
43259.07,6/8/2018 1:45,2,
43259.08,6/8/2018 2:00,0,
43259.09,6/8/2018 2:15,0,
43259.1,6/8/2018 2:30,0,
43259.11,6/8/2018 2:45,0,
43259.13,6/8/2018 3:00,0,
43259.14,6/8/2018 3:15,0,
43259.15,6/8/2018 3:30,0,
43259.16,6/8/2018 3:45,0,
43259.17,6/8/2018 4:00,4,
43259.18,6/8/2018 4:15,4,
43259.19,6/8/2018 4:30,4,
43259.2,6/8/2018 4:45,4,
43259.21,6/8/2018 5:00,8,
43259.22,6/8/2018 5:15,8,
43259.23,6/8/2018 5:30,8,
43259.24,6/8/2018 5:45,8,
43259.25,6/8/2018 6:00,29,
43259.26,6/8/2018 6:15,29,
43259.27,6/8/2018 6:30,29,
43259.28,6/8/2018 6:45,29,
43259.29,6/8/2018 7:00,55,
43259.3,6/8/2018 7:15,55,
43259.31,6/8/2018 7:30,55,
43259.32,6/8/2018 7:45,55,
43259.33,6/8/2018 8:00,72,
43259.34,6/8/2018 8:15,72,
43259.35,6/8/2018 8:30,72,
43259.36,6/8/2018 8:45,72,
43259.38,6/8/2018 9:00,8,
43259.39,6/8/2018 9:15,8,
43259.4,6/8/2018 9:30,8,
43259.41,6/8/2018 9:45,8,
43259.42,6/8/2018 10:00,36,
43259.43,6/8/2018 10:15,36,
43259.44,6/8/2018 10:30,36,
43259.45,6/8/2018 10:45,36,
43259.46,6/8/2018 11:00,10,
43259.47,6/8/2018 11:15,10,
43259.48,6/8/2018 11:30,10,
43259.49,6/8/2018 11:45,10,
43259.5,6/8/2018 12:00,25,
43259.51,6/8/2018 12:15,25,
43259.52,6/8/2018 12:30,25,
43259.53,6/8/2018 12:45,25,
43259.54,6/8/2018 13:00,67,
43259.55,6/8/2018 13:15,67,
43259.56,6/8/2018 13:30,67,
43259.57,6/8/2018 13:45,67,
43259.58,6/8/2018 14:00,73,
43259.59,6/8/2018 14:15,73,
43259.6,6/8/2018 14:30,73,
43259.61,6/8/2018 14:45,73,
43259.63,6/8/2018 15:00,103,
43259.64,6/8/2018 15:15,103,
43259.65,6/8/2018 15:30,103,
43259.66,6/8/2018 15:45,103,
43259.67,6/8/2018 16:00,131,
43259.68,6/8/2018 16:15,131,
43259.69,6/8/2018 16:30,131,
43259.7,6/8/2018 16:45,131,
43259.71,6/8/2018 17:00,64,
43259.72,6/8/2018 17:15,64,
43259.73,6/8/2018 17:30,64,
43259.74,6/8/2018 17:45,64,
43259.75,6/8/2018 18:00,61,
43259.76,6/8/2018 18:15,61,
43259.77,6/8/2018 18:30,61,
43259.78,6/8/2018 18:45,61,
43259.79,6/8/2018 19:00,42,
43259.8,6/8/2018 19:15,42,
43259.81,6/8/2018 19:30,42,
43259.82,6/8/2018 19:45,42,
43259.83,6/8/2018 20:00,60,
43259.84,6/8/2018 20:15,60,
43259.85,6/8/2018 20:30,60,
43259.86,6/8/2018 20:45,60,
43259.88,6/8/2018 21:00,68,
43259.89,6/8/2018 21:15,68,
43259.9,6/8/2018 21:30,68,
43259.91,6/8/2018 21:45,68,
43259.92,6/8/2018 22:00,18,
43259.93,6/8/2018 22:15,18,
43259.94,6/8/2018 22:30,18,
43259.95,6/8/2018 22:45,18,
43259.96,6/8/2018 23:00,21,
43259.97,6/8/2018 23:15,21,
43259.98,6/8/2018 23:30,21,
43259.99,6/8/2018 23:45,21,
43262,6/11/2018 0:00,11,
43262.01,6/11/2018 0:15,11,
43262.02,6/11/2018 0:30,11,
43262.03,6/11/2018 0:45,11,
43262.04,6/11/2018 1:00,0,
43262.05,6/11/2018 1:15,0,
43262.06,6/11/2018 1:30,0,
43262.07,6/11/2018 1:45,0,
43262.08,6/11/2018 2:00,0,
43262.09,6/11/2018 2:15,0,
43262.1,6/11/2018 2:30,0,
43262.11,6/11/2018 2:45,0,
43262.13,6/11/2018 3:00,0,
43262.14,6/11/2018 3:15,0,
43262.15,6/11/2018 3:30,0,
43262.16,6/11/2018 3:45,0,
43262.17,6/11/2018 4:00,0,
43262.18,6/11/2018 4:15,0,
43262.19,6/11/2018 4:30,0,
43262.2,6/11/2018 4:45,0,
43262.21,6/11/2018 5:00,9,
43262.22,6/11/2018 5:15,9,
43262.23,6/11/2018 5:30,9,
43262.24,6/11/2018 5:45,9,
43262.25,6/11/2018 6:00,44,
43262.26,6/11/2018 6:15,44,
43262.27,6/11/2018 6:30,44,
43262.28,6/11/2018 6:45,44,
43262.29,6/11/2018 7:00,113,
43262.3,6/11/2018 7:15,113,
43262.31,6/11/2018 7:30,113,
43262.32,6/11/2018 7:45,113,
43262.33,6/11/2018 8:00,142,
43262.34,6/11/2018 8:15,142,
43262.35,6/11/2018 8:30,142,
43262.36,6/11/2018 8:45,142,
43262.38,6/11/2018 9:00,67,
43262.39,6/11/2018 9:15,67,
43262.4,6/11/2018 9:30,67,
43262.41,6/11/2018 9:45,67,
43262.42,6/11/2018 10:00,103,
43262.43,6/11/2018 10:15,103,
43262.44,6/11/2018 10:30,103,
43262.45,6/11/2018 10:45,103,
43262.46,6/11/2018 11:00,96,
43262.47,6/11/2018 11:15,96,
43262.48,6/11/2018 11:30,96,
43262.49,6/11/2018 11:45,96,
43262.5,6/11/2018 12:00,92,
43262.51,6/11/2018 12:15,92,
43262.52,6/11/2018 12:30,92,
43262.53,6/11/2018 12:45,92,
43262.54,6/11/2018 13:00,125,
43262.55,6/11/2018 13:15,125,
43262.56,6/11/2018 13:30,125,
43262.57,6/11/2018 13:45,125,
43262.58,6/11/2018 14:00,132,
43262.59,6/11/2018 14:15,132,
43262.6,6/11/2018 14:30,132,
43262.61,6/11/2018 14:45,132,
43262.63,6/11/2018 15:00,181,
43262.64,6/11/2018 15:15,181,
43262.65,6/11/2018 15:30,181,
43262.66,6/11/2018 15:45,181,
43262.67,6/11/2018 16:00,145,
43262.68,6/11/2018 16:15,145,
43262.69,6/11/2018 16:30,145,
43262.7,6/11/2018 16:45,145,
43262.71,6/11/2018 17:00,117,
43262.72,6/11/2018 17:15,117,
43262.73,6/11/2018 17:30,117,
43262.74,6/11/2018 17:45,117,
43262.75,6/11/2018 18:00,80,
43262.76,6/11/2018 18:15,80,
43262.77,6/11/2018 18:30,80,
43262.78,6/11/2018 18:45,80,
43262.79,6/11/2018 19:00,61,
43262.8,6/11/2018 19:15,61,
43262.81,6/11/2018 19:30,61,
43262.82,6/11/2018 19:45,61,
43262.83,6/11/2018 20:00,51,
43262.84,6/11/2018 20:15,51,
43262.85,6/11/2018 20:30,51,
43262.86,6/11/2018 20:45,51,
43262.88,6/11/2018 21:00,17,
43262.89,6/11/2018 21:15,17,
43262.9,6/11/2018 21:30,17,
43262.91,6/11/2018 21:45,17,
43262.92,6/11/2018 22:00,12,
43262.93,6/11/2018 22:15,12,
43262.94,6/11/2018 22:30,12,
43262.95,6/11/2018 22:45,12,
43262.96,6/11/2018 23:00,18,
43262.97,6/11/2018 23:15,18,
43262.98,6/11/2018 23:30,18,
43262.99,6/11/2018 23:45,18,
43263,6/12/2018 0:00,4,
43263.01,6/12/2018 0:15,4,
43263.02,6/12/2018 0:30,4,
43263.03,6/12/2018 0:45,4,
43263.04,6/12/2018 1:00,1,
43263.05,6/12/2018 1:15,1,
43263.06,6/12/2018 1:30,1,
43263.07,6/12/2018 1:45,1,
43263.08,6/12/2018 2:00,0,
43263.09,6/12/2018 2:15,0,
43263.1,6/12/2018 2:30,0,
43263.11,6/12/2018 2:45,0,
43263.13,6/12/2018 3:00,1,
43263.14,6/12/2018 3:15,1,
43263.15,6/12/2018 3:30,1,
43263.16,6/12/2018 3:45,1,
43263.17,6/12/2018 4:00,3,
43263.18,6/12/2018 4:15,3,
43263.19,6/12/2018 4:30,3,
43263.2,6/12/2018 4:45,3,
43263.21,6/12/2018 5:00,5,
43263.22,6/12/2018 5:15,5,
43263.23,6/12/2018 5:30,5,
43263.24,6/12/2018 5:45,5,
43263.25,6/12/2018 6:00,36,
43263.26,6/12/2018 6:15,36,
43263.27,6/12/2018 6:30,36,
43263.28,6/12/2018 6:45,36,
43263.29,6/12/2018 7:00,110,
43263.3,6/12/2018 7:15,110,
43263.31,6/12/2018 7:30,110,
43263.32,6/12/2018 7:45,110,
43263.33,6/12/2018 8:00,153,
43263.34,6/12/2018 8:15,153,
43263.35,6/12/2018 8:30,153,
43263.36,6/12/2018 8:45,153,
43263.38,6/12/2018 9:00,55,
43263.39,6/12/2018 9:15,55,
43263.4,6/12/2018 9:30,55,
43263.41,6/12/2018 9:45,55,
43263.42,6/12/2018 10:00,50,
43263.43,6/12/2018 10:15,50,
43263.44,6/12/2018 10:30,50,
43263.45,6/12/2018 10:45,50,
43263.46,6/12/2018 11:00,66,
